,Car,Colour,Price,Links
1181,2021 Audi Q5,Mythos Black Metallic,"$65,000",https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6563831/
1182,2021 Ford Escape,White,"$45,599",https://www.carpages.ca/used-cars/ontario/burlington/2021-ford-escape-6527322/
1183,2021 Ford Escape,Black,"$45,049",https://www.carpages.ca/used-cars/ontario/burlington/2021-ford-escape-6404339/
1184,2021 Ford Mustang MACH-E,Grey,"$71,267",https://www.carpages.ca/used-cars/saskatchewan/regina/2021-ford-mustang-mach-e-6378990/
1185,2021 Ford F-150,Black,"$56,299",https://www.carpages.ca/used-cars/ontario/peterborough/2021-ford-f-150-6082113/
1186,2020 Ford Transit,White,"$68,988",https://www.carpages.ca/used-cars/ontario/oakville/2020-ford-transit-6076509/
1187,2020 Ford Transit,White,"$68,988",https://www.carpages.ca/used-cars/ontario/oakville/2020-ford-transit-6076440/
1188,2016 Porsche Panamera,Black,"$65,910",https://www.carpages.ca/used-cars/ontario/vaughan/2016-porsche-panamera-6061221/
1189,2021 Volvo XC60,Onyx Black Metallic,"$78,669",https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-volvo-xc60-6050607/
1190,2020 Audi A7,Navarra Blue Metallic,"$82,988",https://www.carpages.ca/new-cars/nova-scotia/halifax/2020-audi-a7-5866626/
1191,2020 Mercedes-Benz GLS,White,"$109,898",https://www.carpages.ca/new-cars/ontario/sudbury/2020-mercedes-benz-gls-5855526/
1192,2021 RAM 1500,Billet Silver Metallic,"$82,900",https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ram-1500-5812026/
1193,2016 Ford F-150,Silver,"$25,699",https://www.carpages.ca/used-cars/ontario/peterborough/2016-ford-f-150-5666175/
1194,2018 Ford F-150,,"$38,999",https://www.carpages.ca/used-cars/ontario/kanata/2018-ford-f-150-5256842/
1195,2016 Chevrolet Impala,,"$12,999",https://www.carpages.ca/used-cars/ontario/kanata/2016-chevrolet-impala-5247893/
1196,2020 RAM 1500,Granite Crystal Metallic,"$86,960",https://www.carpages.ca/used-cars/ontario/kanata/2020-ram-1500-5157170/
1197,2017 RAM 1500,RED PEARL,"$26,999",https://www.carpages.ca/used-cars/ontario/kanata/2017-ram-1500-5148335/
1198,2018 RAM 1500,FLAME RED,"$29,999",https://www.carpages.ca/used-cars/ontario/kanata/2018-ram-1500-5141264/
1199,2019 Dodge Grand Caravan,Bright White,"$28,999",https://www.carpages.ca/used-cars/ontario/kanata/2019-dodge-grand-caravan-5103503/
1200,2020 Tesla Model S,Black,"$105,000",https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-s-5055558/
1201,2020 Tesla Model 3,Black,"$60,000",https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-3-5055555/
1202,2019 Dodge Grand Caravan,Octane Red Pearl,"$27,999",https://www.carpages.ca/used-cars/ontario/kanata/2019-dodge-grand-caravan-5026455/
1203,2019 Dodge Grand Caravan,Brilliant black crystal pearl,"$28,999",https://www.carpages.ca/used-cars/ontario/kanata/2019-dodge-grand-caravan-5026449/
1204,2020 Ford F-150,Agate Black,"$55,635.25",https://www.carpages.ca/used-cars/ontario/ottawa/2020-ford-f-150-4848474/
1205,2019 Dodge Grand Caravan,Bright White,"$33,250",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4835061/
1206,2019 Dodge Grand Caravan,Bright White,"$26,452",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4835019/
1207,2016 Dodge Grand Caravan,Bright White,"$19,999",https://www.carpages.ca/used-cars/ontario/kanata/2016-dodge-grand-caravan-4835013/
1208,2018 Ford F-150,Gray,"$31,999",https://www.carpages.ca/used-cars/ontario/kanata/2018-ford-f-150-4834887/
1209,2020 RAM 1500,Granite Crystal Metallic,"$47,398",https://www.carpages.ca/new-cars/ontario/kanata/2020-ram-1500-4828866/
1210,2020 RAM 1500,Diamond Black Crystal Pearl,"$57,059",https://www.carpages.ca/new-cars/ontario/kanata/2020-ram-1500-4828824/
1211,2020 RAM 1500,Bright White,"$48,182",https://www.carpages.ca/new-cars/ontario/kanata/2020-ram-1500-4828821/
1212,2020 RAM 1500,Patriot Blue Pearl,"$47,272",https://www.carpages.ca/new-cars/ontario/kanata/2020-ram-1500-4828800/
1213,2017 RAM 1500,FLAME RED,"$26,999",https://www.carpages.ca/used-cars/ontario/kanata/2017-ram-1500-4828632/
1214,2020 RAM 1500,Diamond Black Crystal Pearl,"$49,225",https://www.carpages.ca/new-cars/ontario/kanata/2020-ram-1500-4828482/
1215,2020 RAM 1500,Diamond Black Crystal Pearl,"$48,186",https://www.carpages.ca/new-cars/ontario/kanata/2020-ram-1500-4828242/
1216,2019 Dodge Grand Caravan,Granite Crystal Metallic,"$30,571",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4827951/
1217,2019 Dodge Grand Caravan,Octane Red Pearl,"$30,477",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4827933/
1218,2019 Dodge Grand Caravan,Billet Metallic,"$30,571",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4827915/
1219,2019 Dodge Grand Caravan,Billet Metallic,"$30,571",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4827909/
1220,2019 Dodge Grand Caravan,Bright White,"$30,412",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4827900/
1221,2019 Dodge Grand Caravan,Octane Red Pearl,"$30,477",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4827897/
1222,2019 Dodge Grand Caravan,Bright White,"$30,412",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4827861/
1223,2019 Dodge Grand Caravan,Granite Crystal Metallic,"$30,571",https://www.carpages.ca/new-cars/ontario/kanata/2019-dodge-grand-caravan-4827846/
1224,2018 Dodge Grand Caravan,Billet Metallic,"$27,888",https://www.carpages.ca/used-cars/ontario/kanata/2018-dodge-grand-caravan-4827792/
1225,2018 Dodge Grand Caravan,Octane Red Pearl,"$27,888",https://www.carpages.ca/used-cars/ontario/kanata/2018-dodge-grand-caravan-4827789/
1226,2018 Dodge Grand Caravan,Indigo Blue,"$27,888",https://www.carpages.ca/used-cars/ontario/kanata/2018-dodge-grand-caravan-4827762/
1227,2018 Dodge Grand Caravan,Bright White,"$27,888",https://www.carpages.ca/used-cars/ontario/kanata/2018-dodge-grand-caravan-4827756/
1228,2018 Dodge Grand Caravan,Brilliant black crystal pearl,"$28,933",https://www.carpages.ca/used-cars/ontario/kanata/2018-dodge-grand-caravan-4827750/
1229,2018 Dodge Grand Caravan,Brilliant black crystal pearl,"$27,888",https://www.carpages.ca/used-cars/ontario/kanata/2018-dodge-grand-caravan-4827747/
1230,2012 Toyota Prius,Red,"$8,490",https://www.carpages.ca/used-cars/manitoba/winnipeg/2012-toyota-prius-4769616/
1231,2020 Chrysler Pacifica,Grey,"$58,694",https://www.carpages.ca/used-cars/british-columbia/richmond/2020-chrysler-pacifica-4723053/
1232,2019 Hyundai Ioniq Hybrid,White,"$25,880",https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-hyundai-ioniq-hybrid-4573299/
1233,2020 Ford F-150,Oxford White,"$42,360.50",https://www.carpages.ca/used-cars/ontario/nipigon/2020-ford-f-150-4545783/
1234,2014 BMW i8,Beige,"$99,998",https://www.carpages.ca/used-cars/ontario/london/2014-bmw-i8-4453320/
1235,2019 Land Rover Range Rover,Black,"$94,995",https://www.carpages.ca/used-cars/alberta/edmonton/2019-land-rover-range-rover-3441065/
1236,2019 Ford Fusion,Gray,"$33,900",https://www.carpages.ca/used-cars/ontario/concord/2019-ford-fusion-3222267/
1237,2018 Ford Focus,Ingot Silver Metallic,"$24,800",https://www.carpages.ca/new-cars/new-brunswick/fredericton/2018-ford-focus-2892805/
1238,2018 Ford F-150,SHADOW BLACK,"$61,600",https://www.carpages.ca/new-cars/new-brunswick/fredericton/2018-ford-f-150-2892798/
1239,2018 Ford Focus,SHADOW BLACK,"$24,800",https://www.carpages.ca/new-cars/new-brunswick/fredericton/2018-ford-focus-2892767/
1240,2018 Ford Focus,SHADOW BLACK,"$24,800",https://www.carpages.ca/new-cars/new-brunswick/fredericton/2018-ford-focus-2892759/
1241,2009 Chevrolet Malibu,Green,"$10,900",https://www.carpages.ca/used-cars/manitoba/winnipeg/2009-chevrolet-malibu-2845520/
1242,2015 Tesla Model S,Black,"$107,888",https://www.carpages.ca/used-cars/manitoba/winnipeg/2015-tesla-model-s-2652705/
1243,2014 Tesla Model S,Red,"$92,888",https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-tesla-model-s-2601949/
1244,2014 Tesla Model S,White,"$103,900",https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-tesla-model-s-2553498/
1245,2013 Tesla Model S,Grey,"$64,980",https://www.carpages.ca/used-cars/manitoba/winnipeg/2013-tesla-model-s-2359499/
1246,2011 Porsche Cayenne,Sand White,"$26,800",https://www.carpages.ca/used-cars/ontario/toronto/2011-porsche-cayenne-2268847/
1247,2016 Tesla Model X,Black,"$158,888",https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-tesla-model-x-2261650/
1248,2016 Tesla Model S,Red,"$134,888",https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-tesla-model-s-2241239/
1249,2012 Fisker Karma,Black,"$45,910",https://www.carpages.ca/used-cars/ontario/vaughan/2012-fisker-karma-2208243/
1250,2014 BMW i8,White,"$137,888",https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-bmw-i8-2178169/
1251,2015 Tesla Model S,Grey,"$139,970",https://www.carpages.ca/used-cars/manitoba/winnipeg/2015-tesla-model-s-2153982/
1252,2014 Tesla Model S,Grey,"$137,620",https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-tesla-model-s-2126938/
1253,2021 Toyota RAV4,Black,$CALL,https://www.carpages.ca/used-cars/ontario/georgetown/2021-toyota-rav4-8477055/
1254,2022 Kia EV6,YACHT BLUE(DU3),$CALL,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2022-kia-ev6-8476749/
1255,2021 Ford F-150,White,$CALL,https://www.carpages.ca/used-cars/ontario/midland/2021-ford-f-150-8473911/
1256,2018 Volkswagen Golf,Pure White,$CALL,https://www.carpages.ca/used-cars/ontario/kanata/2018-volkswagen-golf-8470044/
1257,2022 Ford F-150,Carbonized Grey,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-f-150-8469189/
1258,2022 Ford Mustang MACH-E,SHADOW BLACK,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-mustang-mach-e-8468826/
1259,2022 Jeep Wrangler,Grey,$CALL,https://www.carpages.ca/new-cars/ontario/cornwall/2022-jeep-wrangler-8468790/
1260,2022 Ford Escape,Oxford White,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-escape-8468400/
1261,2022 Ford Mustang MACH-E,STAR WHITE MET TRI-COAT,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-mustang-mach-e-8468376/
1262,2022 Ford Escape,ATLAS BLUE,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-escape-8464545/
1263,2022 Jeep Wrangler,Black,$CALL,https://www.carpages.ca/new-cars/ontario/north-york/2022-jeep-wrangler-8464398/
1264,2022 Ford Escape,RAPID RED MET TINTED CC,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-escape-8464392/
1265,2022 Ford MAVERICK,Carbonized Grey,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-maverick-8463729/
1266,2022 Ford Mustang MACH-E,Dark Matter Grey,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-mustang-mach-e-8462535/
1267,2017 Ford C-MAX,Grey,$CALL,https://www.carpages.ca/used-cars/british-columbia/vernon/2017-ford-c-max-8461305/
1268,2022 Ford Mustang MACH-E,Iced Blue Silver Metallic,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-mustang-mach-e-8460717/
1269,2022 Ford MAVERICK,Alto Blue Metallic Tc,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-maverick-8459280/
1270,2013 Toyota Prius,Blue,$CALL,https://www.carpages.ca/used-cars/ontario/woodstock/2013-toyota-prius-8458713/
1271,2022 Ford Mustang MACH-E,CYBER ORANGE METALLIC TC,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-mustang-mach-e-8458278/
1272,2022 Kia EV6,SNOW WHITE PEARL(SWP),$CALL,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2022-kia-ev6-8458146/
1273,2019 Tesla Model 3,White,$CALL,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2019-tesla-model-3-8458125/
1274,2022 Ford Escape,STAR WHITE MET TRI-COAT,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-escape-8457990/
1275,2019 Ford Fusion,White,$CALL,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-ford-fusion-8457885/
1276,2022 Ford Escape,Oxford White,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-escape-8457609/
1277,2020 Ford Escape,RAPID RED MET TINTED CC,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2020-ford-escape-8457585/
1278,2022 Ford Explorer,Carbonized Grey,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-explorer-8456553/
1279,2018 Kia NIRO,White,$CALL,https://www.carpages.ca/used-cars/new-brunswick/fredericton/2018-kia-niro-8454993/
1280,2022 Ford MAVERICK,Black,$CALL,https://www.carpages.ca/new-cars/ontario/newmarket/2022-ford-maverick-8454462/
1281,2022 Ford E-Transit Cargo Van,Blue Jeans Metallic,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-e-transit-cargo-van-8454234/
1282,2022 Ford F-150,Agate Black,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-f-150-8453880/
1283,2022 Ford Escape,Oxford White,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-escape-8453700/
1284,2022 Ford Explorer,Carbonized Grey,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-explorer-8453514/
1285,2020 Hyundai Sonata Hybrid,Black,$CALL,https://www.carpages.ca/used-cars/ontario/london/2020-hyundai-sonata-hybrid-8453088/
1286,2022 Ford F-150,RAPID RED MET TINTED CC,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-f-150-8450682/
1287,2022 Jeep Wrangler,,$CALL,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-jeep-wrangler-8447097/
1288,2021 Tesla Model 3,,$CALL,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2021-tesla-model-3-8442816/
1289,2014 Subaru XV Crosstrek,Grey,$CALL,https://www.carpages.ca/used-cars/ontario/woodstock/2014-subaru-xv-crosstrek-8439963/
1290,2014 Toyota Prius,Grey,$CALL,https://www.carpages.ca/used-cars/ontario/woodstock/2014-toyota-prius-8439960/
1291,2014 Subaru XV Crosstrek,Grey,$CALL,https://www.carpages.ca/used-cars/ontario/woodstock/2014-subaru-xv-crosstrek-8439954/
1292,2020 Ford Escape,Black,$CALL,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2020-ford-escape-8439633/
1293,2022 Ford Mustang MACH-E,STAR WHITE MET TRI-COAT,$CALL,https://www.carpages.ca/new-cars/ontario/pembroke/2022-ford-mustang-mach-e-8435028/
1294,2017 Ford Focus,White,$CALL,https://www.carpages.ca/used-cars/ontario/peterborough/2017-ford-focus-8432415/
1295,2022 Jeep Grand Wagoneer,Black,$CALL,https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-grand-wagoneer-8422052/
1296,2022 Jeep Grand Wagoneer,Silver Zynith,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-jeep-grand-wagoneer-8407662/
1297,2013 Hyundai Sonata,Silver,$CALL,https://www.carpages.ca/used-cars/ontario/breslau/2013-hyundai-sonata-8397378/
1298,2008 Honda Civic,Blue,$CALL,https://www.carpages.ca/used-cars/ontario/breslau/2008-honda-civic-8392467/
1299,2013 Hyundai Sonata,Silver,$CALL,https://www.carpages.ca/used-cars/ontario/breslau/2013-hyundai-sonata-8372229/
1300,2022 Kia EV6,SNOW WHITE PEARL(SWP),$CALL,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2022-kia-ev6-8353911/
1301,2022 Hyundai Elantra,Cyber Grey,$CALL,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2022-hyundai-elantra-8347230/
1302,2022 Jeep Wrangler,Red,$CALL,https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-wrangler-8331564/
1303,2022 RAM 1500,Bright White,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-ram-1500-8328858/
1304,2022 RAM 1500,Diamond Black Crystal Pearlcoat,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-ram-1500-8319699/
1305,2017 Kia Optima,Black,$CALL,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2017-kia-optima-8314413/
1306,2022 Hyundai Elantra,Polar White,$CALL,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-hyundai-elantra-8312403/
1307,2022 Kia EV6,YACHT BLUE(DU3),$CALL,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2022-kia-ev6-8309208/
1308,2022 Hyundai Elantra,Polar White,$CALL,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-hyundai-elantra-8307429/
1309,2022 Hyundai Elantra,Cyber Grey,$CALL,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-hyundai-elantra-8307417/
1310,2022 Hyundai Elantra,Cyber Grey,$CALL,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-hyundai-elantra-8307411/
1311,2022 Hyundai Elantra,Polar White,$CALL,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-hyundai-elantra-8307408/
1312,2022 Hyundai Elantra,Cyber Grey,$CALL,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-hyundai-elantra-8298180/
1313,2022 Hyundai Elantra,Cyber Grey,$CALL,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-hyundai-elantra-8298165/
1314,2022 Kia EV6,RUNWAY RED(CR5),$CALL,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2022-kia-ev6-8280588/
1315,2012 Hyundai Sonata,Silver,$CALL,https://www.carpages.ca/used-cars/ontario/woodstock/2012-hyundai-sonata-8267598/
1316,2021 Tesla Model Y,Grey,$CALL,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2021-tesla-model-y-8256780/
1317,2020 Tesla Model 3,White,$CALL,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2020-tesla-model-3-8256774/
1318,2022 RAM 1500,,$CALL,https://www.carpages.ca/new-cars/alberta/peace-river/2022-ram-1500-8204907/
1319,2021 Ford Mustang MACH-E,,$CALL,https://www.carpages.ca/new-cars/alberta/peace-river/2021-ford-mustang-mach-e-8203230/
1320,2022 RAM 1500,Patriot Blue Pearl,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-ram-1500-8113960/
1321,2022 RAM 1500,Bright White,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-ram-1500-8113939/
1322,2022 Jeep Grand Wagoneer,Luxury White Pearl,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-jeep-grand-wagoneer-8113795/
1323,2022 Jeep Wrangler,Bright White,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-jeep-wrangler-8113687/
1324,2021 Jeep Wrangler,Bright White,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2021-jeep-wrangler-8113576/
1325,2021 Jeep Wrangler,Black,$CALL,https://www.carpages.ca/used-cars/british-columbia/richmond/2021-jeep-wrangler-8088745/
1326,2022 Ford F-150,Black,$CALL,https://www.carpages.ca/new-cars/ontario/newmarket/2022-ford-f-150-8087356/
1327,2022 Chrysler Pacifica,Brilliant black crystal pearl,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-chrysler-pacifica-8071234/
1328,2022 RAM 1500,Diamond Black Crystal Pearlcoat,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-ram-1500-8026387/
1329,2022 RAM 1500,Granite Crystal Metallic,$CALL,https://www.carpages.ca/new-cars/british-columbia/nanaimo/2022-ram-1500-8017083/
1330,2022 Ford F-150,Black,$CALL,https://www.carpages.ca/new-cars/ontario/newmarket/2022-ford-f-150-8005899/
1331,2022 Ford F-150,White,$CALL,https://www.carpages.ca/new-cars/ontario/newmarket/2022-ford-f-150-8005896/
1332,2020 Tesla Model 3,White,$CALL,https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-3-7949942/
1333,2020 Tesla Model 3,Black,$CALL,https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-3-7946069/
1334,2022 Chevrolet Bolt,Cherry Red Tintcoat,$CALL,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-chevrolet-bolt-7834890/
1335,2013 Chevrolet Silverado 1500,Brown,$CALL,https://www.carpages.ca/used-cars/ontario/woodstock/2013-chevrolet-silverado-1500-7798083/
1336,2008 Honda CR-V,,$CALL,https://www.carpages.ca/used-cars/manitoba/winnipeg/2008-honda-cr-v-6742886/
1337,2009 Honda CR-V,,$CALL,https://www.carpages.ca/used-cars/manitoba/winnipeg/2009-honda-cr-v-6742883/
1338,2009 Honda CR-V,,$CALL,https://www.carpages.ca/used-cars/manitoba/winnipeg/2009-honda-cr-v-6742880/
1339,2006 Honda CR-V,Black,$CALL,https://www.carpages.ca/used-cars/manitoba/winnipeg/2006-honda-cr-v-6742874/
1340,2021 Kia Soul EV,Black,$CALL,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2021-kia-soul-ev-6412466/
1341,2020 Kia NIRO,Blue,$CALL,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2020-kia-niro-4703445/
1342,2021 Tesla Model S,Pearl White Multi-Coat,"$194,949",https://www.carpages.ca/used-cars/british-columbia/richmond/2021-tesla-model-s-8478771/
1343,2022 Ford Escape,Carbonized Grey Metallic,"$49,858",https://www.carpages.ca/new-cars/ontario/new-hamburg/2022-ford-escape-8475411/
1344,2022 Audi Q5,Ibis White,"$59,650",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-audi-q5-8475393/
1345,2022 Audi Q5,Ibis White,"$51,800",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-audi-q5-8475390/
1346,2022 Audi Q5,Quantum Gray,"$59,650",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-audi-q5-8475381/
1347,2022 Audi Q5,Mythos Black Metallic,"$62,240",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-audi-q5-8475378/
1348,2022 Audi Q5,Daytona Gray Pearl,"$62,240",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-audi-q5-8475375/
1349,2022 Tesla Model Y,,"$106,295",https://www.carpages.ca/used-cars/british-columbia/coquitlam/2022-tesla-model-y-8473197/
1350,2012 Nissan Leaf,White,"$15,500",https://www.carpages.ca/used-cars/british-columbia/vancouver/2012-nissan-leaf-8472936/
1351,2022 Ford F-150,Antimatter Blue,"$84,595",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8472426/
1352,2022 Ford F-150,Agate Black,"$71,075",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8472120/
1353,2021 Toyota Corolla,,"$33,995",https://www.carpages.ca/used-cars/new-brunswick/dieppe/2021-toyota-corolla-8472072/
1354,2019 Toyota RAV4,,"$49,997",https://www.carpages.ca/used-cars/alberta/edmonton/2019-toyota-rav4-8471460/
1355,2022 Ford F-150,Oxford White,"$100,095",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8471367/
1356,2022 Ford F-150,Carbonized Grey Metallic,"$83,725",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8471364/
1357,2022 Ford F-150,ICED BLUE METALLIC,"$98,045",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8471352/
1358,2022 Ford F-150,Agate Black,"$112,595",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8471103/
1359,2019 Mitsubishi Outlander,,"$44,995",https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2019-mitsubishi-outlander-8470308/
1360,2022 Ford F-150,ATLAS BLUE,"$65,840",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8467149/
1361,2022 Ford F-150,ICONIC SILVER,"$64,890",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8467140/
1362,2022 Ford F-150,Carbonized Grey,"$64,390",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8467131/
1363,2022 Ford F-150,Agate Black,"$59,425",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8467128/
1364,2022 Ford F-150,Carbonized Grey,"$64,390",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8467125/
1365,2017 Ford C-MAX,WHITE GOLD,"$22,997",https://www.carpages.ca/used-cars/ontario/ottawa/2017-ford-c-max-8467056/
1366,2016 Ford F-150,Silver,"$35,749",https://www.carpages.ca/used-cars/ontario/peterborough/2016-ford-f-150-8467014/
1367,2022 Tesla Model Y,Red Multi-Coat,"$107,228",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-y-8465706/
1368,2022 Tesla Model Y,,"$106,951",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-y-8465703/
1369,2015 Tesla Model S,,"$63,000",https://www.carpages.ca/used-cars/british-columbia/richmond/2015-tesla-model-s-8465697/
1370,2022 Tesla Model Y,Gray,"$106,951",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-y-8465700/
1371,2020 Ford Escape,Black,"$39,999",https://www.carpages.ca/used-cars/ontario/waterloo/2020-ford-escape-8464191/
1372,2019 Land Rover Range Rover,Fuji White,"$87,990",https://www.carpages.ca/used-cars/nova-scotia/halifax/2019-land-rover-range-rover-8462442/
1373,2022 Ford F-150,ICONIC SILVER,"$65,840",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8462196/
1374,2022 Ford F-150,Oxford White,"$64,390",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8462190/
1375,2022 Ford F-150,ICONIC SILVER,"$65,840",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8462184/
1376,2022 Ford F-150,Carbonized Grey,"$65,840",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8462181/
1377,2022 Kia EV6,Snow White Pearl,"$61,768",https://www.carpages.ca/new-cars/ontario/richmond-hill/2022-kia-ev6-8461056/
1378,2022 Jeep Wrangler,White,"$67,820",https://www.carpages.ca/new-cars/northwest-territories/yellowknife/2022-jeep-wrangler-8460066/
1379,2022 Jeep Wrangler,Black,"$66,363",https://www.carpages.ca/new-cars/british-columbia/richmond/2022-jeep-wrangler-8459715/
1380,2022 Ford F-150,Agate Black Metallic,"$83,809",https://www.carpages.ca/new-cars/ontario/new-hamburg/2022-ford-f-150-8456457/
1381,2022 Kia Sorento,SNOW WHITE PEARL(SWP) PEARL,"$47,245",https://www.carpages.ca/new-cars/manitoba/brandon/2022-kia-sorento-8455917/
